Using device: cuda
Episode 0, Total Reward: 2.0, Total Frames: 23, epsilon 0.9999769999999993
Episode 2447, Total Reward: 2.0, Total Frames: 15791, epsilon 0.9842089999995459
Episode 2448, Total Reward: 0.0, Total Frames: 15799, epsilon 0.9842009999995457
Episode 2449, Total Reward: 0.0, Total Frames: 15801, epsilon 0.9841989999995456
Episode 2450, Total Reward: 0.0, Total Frames: 15803, epsilon 0.9841969999995456
Episode 2451, Total Reward: 0.0, Total Frames: 15805, epsilon 0.9841949999995455
Episode 2452, Total Reward: 2.0, Total Frames: 15823, epsilon 0.984176999999545
Episode 2453, Total Reward: 0.0, Total Frames: 15825, epsilon 0.9841749999995449
Episode 2454, Total Reward: 0.0, Total Frames: 15827, epsilon 0.9841729999995449
Episode 2455, Total Reward: 0.0, Total Frames: 15829, epsilon 0.9841709999995448
Episode 2456, Total Reward: 2.0, Total Frames: 15853, epsilon 0.9841469999995441
Episode 2457, Total Reward: 0.0, Total Frames: 15855, epsilon 0.9841449999995441
Episode 2458, Total Reward: 0.0, Total Frames: 15857, epsilon 0.984142999999544
Episode 2459, Total Reward: 1.0, Total Frames: 15868, epsilon 0.9841319999995437
Episode 2460, Total Reward: 0.0, Total Frames: 15879, epsilon 0.9841209999995434
Episode 2461, Total Reward: 0.0, Total Frames: 15881, epsilon 0.9841189999995433
Episode 2462, Total Reward: 0.0, Total Frames: 15883, epsilon 0.9841169999995433
Episode 2463, Total Reward: 0.0, Total Frames: 15885, epsilon 0.9841149999995432
Episode 2464, Total Reward: 0.0, Total Frames: 15887, epsilon 0.9841129999995432
Episode 2465, Total Reward: 0.0, Total Frames: 15889, epsilon 0.9841109999995431
Episode 2466, Total Reward: 0.0, Total Frames: 15891, epsilon 0.984108999999543
Episode 2467, Total Reward: 0.0, Total Frames: 15893, epsilon 0.984106999999543
Episode 2468, Total Reward: 0.0, Total Frames: 15895, epsilon 0.9841049999995429
Episode 2469, Total Reward: 3.0, Total Frames: 15933, epsilon 0.9840669999995418
Episode 2470, Total Reward: 0.0, Total Frames: 15942, epsilon 0.9840579999995416
Episode 2471, Total Reward: 0.0, Total Frames: 15944, epsilon 0.9840559999995415
Episode 2472, Total Reward: 0.0, Total Frames: 15946, epsilon 0.9840539999995415
Episode 2473, Total Reward: 2.0, Total Frames: 15966, epsilon 0.9840339999995409
Episode 2474, Total Reward: 0.0, Total Frames: 15968, epsilon 0.9840319999995408
Episode 2475, Total Reward: 0.0, Total Frames: 15970, epsilon 0.9840299999995408
Episode 2476, Total Reward: 0.0, Total Frames: 15972, epsilon 0.9840279999995407
Episode 2477, Total Reward: 2.0, Total Frames: 15990, epsilon 0.9840099999995402
Episode 2478, Total Reward: 1.0, Total Frames: 16004, epsilon 0.9839959999995398
Episode 2479, Total Reward: 0.0, Total Frames: 16006, epsilon 0.9839939999995397
Episode 2480, Total Reward: 1.0, Total Frames: 16018, epsilon 0.9839819999995394
Episode 2481, Total Reward: 0.0, Total Frames: 16020, epsilon 0.9839799999995393
Episode 2482, Total Reward: 1.0, Total Frames: 16033, epsilon 0.983966999999539
Episode 2483, Total Reward: 0.0, Total Frames: 16035, epsilon 0.9839649999995389
Episode 2484, Total Reward: 0.0, Total Frames: 16037, epsilon 0.9839629999995388
Episode 2485, Total Reward: 1.0, Total Frames: 16049, epsilon 0.9839509999995385
Episode 2486, Total Reward: 0.0, Total Frames: 16051, epsilon 0.9839489999995384
Episode 2487, Total Reward: 0.0, Total Frames: 16053, epsilon 0.9839469999995384
Episode 2488, Total Reward: 2.0, Total Frames: 16073, epsilon 0.9839269999995378
Episode 2489, Total Reward: 1.0, Total Frames: 16087, epsilon 0.9839129999995374
Episode 2490, Total Reward: 0.0, Total Frames: 16089, epsilon 0.9839109999995374
Episode 2491, Total Reward: 0.0, Total Frames: 16091, epsilon 0.9839089999995373
Episode 2492, Total Reward: 1.0, Total Frames: 16104, epsilon 0.9838959999995369
Episode 2493, Total Reward: 0.0, Total Frames: 16106, epsilon 0.9838939999995369
Episode 2494, Total Reward: 0.0, Total Frames: 16108, epsilon 0.9838919999995368
Episode 2495, Total Reward: 1.0, Total Frames: 16120, epsilon 0.9838799999995365
Episode 2496, Total Reward: 0.0, Total Frames: 16122, epsilon 0.9838779999995364
Episode 2497, Total Reward: 1.0, Total Frames: 16133, epsilon 0.9838669999995361
Episode 2498, Total Reward: 0.0, Total Frames: 16135, epsilon 0.983864999999536
Episode 2499, Total Reward: 0.0, Total Frames: 16137, epsilon 0.983862999999536
Episode 2500, Total Reward: 0.0, Total Frames: 16139, epsilon 0.9838609999995359
Episode 2501, Total Reward: 0.0, Total Frames: 16141, epsilon 0.9838589999995359
Episode 2502, Total Reward: 0.0, Total Frames: 16143, epsilon 0.9838569999995358
Episode 2503, Total Reward: 1.0, Total Frames: 16154, epsilon 0.9838459999995355
Episode 2504, Total Reward: 0.0, Total Frames: 16164, epsilon 0.9838359999995352
Episode 2505, Total Reward: 0.0, Total Frames: 16166, epsilon 0.9838339999995351
Episode 2506, Total Reward: 1.0, Total Frames: 16179, epsilon 0.9838209999995348
Episode 2507, Total Reward: 0.0, Total Frames: 16194, epsilon 0.9838059999995343
Episode 2508, Total Reward: 0.0, Total Frames: 16201, epsilon 0.9837989999995341
Episode 2509, Total Reward: 0.0, Total Frames: 16203, epsilon 0.9837969999995341
Episode 2510, Total Reward: 0.0, Total Frames: 16205, epsilon 0.983794999999534
Episode 2511, Total Reward: 0.0, Total Frames: 16207, epsilon 0.983792999999534
Episode 2512, Total Reward: 0.0, Total Frames: 16209, epsilon 0.9837909999995339
Episode 2513, Total Reward: 0.0, Total Frames: 16211, epsilon 0.9837889999995338
Episode 2514, Total Reward: 0.0, Total Frames: 16213, epsilon 0.9837869999995338
Episode 2515, Total Reward: 0.0, Total Frames: 16215, epsilon 0.9837849999995337
Episode 2516, Total Reward: 3.0, Total Frames: 16246, epsilon 0.9837539999995328
Episode 2517, Total Reward: 0.0, Total Frames: 16257, epsilon 0.9837429999995325
Episode 2518, Total Reward: 0.0, Total Frames: 16259, epsilon 0.9837409999995325
Episode 2519, Total Reward: 0.0, Total Frames: 16261, epsilon 0.9837389999995324
Episode 2520, Total Reward: 0.0, Total Frames: 16263, epsilon 0.9837369999995323
Episode 2521, Total Reward: 0.0, Total Frames: 16265, epsilon 0.9837349999995323
Episode 2522, Total Reward: 0.0, Total Frames: 16267, epsilon 0.9837329999995322
Episode 2523, Total Reward: 0.0, Total Frames: 16269, epsilon 0.9837309999995322
Episode 2524, Total Reward: 2.0, Total Frames: 16289, epsilon 0.9837109999995316
Episode 2525, Total Reward: 0.0, Total Frames: 16291, epsilon 0.9837089999995315
Episode 2526, Total Reward: 0.0, Total Frames: 16293, epsilon 0.9837069999995315
Episode 2527, Total Reward: 0.0, Total Frames: 16295, epsilon 0.9837049999995314
Episode 2528, Total Reward: 1.0, Total Frames: 16306, epsilon 0.9836939999995311
Episode 2529, Total Reward: 1.0, Total Frames: 16331, epsilon 0.9836689999995304
Episode 2530, Total Reward: 0.0, Total Frames: 16333, epsilon 0.9836669999995303
Episode 2531, Total Reward: 0.0, Total Frames: 16335, epsilon 0.9836649999995303
Episode 2532, Total Reward: 0.0, Total Frames: 16337, epsilon 0.9836629999995302
Episode 2533, Total Reward: 1.0, Total Frames: 16350, epsilon 0.9836499999995298
Episode 2534, Total Reward: 0.0, Total Frames: 16357, epsilon 0.9836429999995296
Episode 2535, Total Reward: 0.0, Total Frames: 16359, epsilon 0.9836409999995296
Episode 2536, Total Reward: 0.0, Total Frames: 16361, epsilon 0.9836389999995295
Episode 2537, Total Reward: 0.0, Total Frames: 16363, epsilon 0.9836369999995295
Episode 2538, Total Reward: 0.0, Total Frames: 16365, epsilon 0.9836349999995294
Episode 2539, Total Reward: 0.0, Total Frames: 16367, epsilon 0.9836329999995294
Episode 2540, Total Reward: 2.0, Total Frames: 16387, epsilon 0.9836129999995288
Episode 2541, Total Reward: 0.0, Total Frames: 16389, epsilon 0.9836109999995287
Episode 2542, Total Reward: 0.0, Total Frames: 16391, epsilon 0.9836089999995287
Episode 2543, Total Reward: 1.0, Total Frames: 16405, epsilon 0.9835949999995283
Episode 2544, Total Reward: 0.0, Total Frames: 16417, epsilon 0.9835829999995279
Episode 2545, Total Reward: 0.0, Total Frames: 16419, epsilon 0.9835809999995279
Episode 2546, Total Reward: 0.0, Total Frames: 16435, epsilon 0.9835649999995274
Episode 2547, Total Reward: 2.0, Total Frames: 16455, epsilon 0.9835449999995268
Episode 2548, Total Reward: 0.0, Total Frames: 16457, epsilon 0.9835429999995268
Episode 2549, Total Reward: 0.0, Total Frames: 16459, epsilon 0.9835409999995267
Episode 2550, Total Reward: 0.0, Total Frames: 16461, epsilon 0.9835389999995267
Episode 2551, Total Reward: 1.0, Total Frames: 16474, epsilon 0.9835259999995263
Episode 2552, Total Reward: 1.0, Total Frames: 16488, epsilon 0.9835119999995259
Episode 2553, Total Reward: 0.0, Total Frames: 16490, epsilon 0.9835099999995258
Episode 2554, Total Reward: 0.0, Total Frames: 16492, epsilon 0.9835079999995258
Episode 2555, Total Reward: 0.0, Total Frames: 16494, epsilon 0.9835059999995257
Episode 2556, Total Reward: 1.0, Total Frames: 16508, epsilon 0.9834919999995253
Episode 2557, Total Reward: 0.0, Total Frames: 16510, epsilon 0.9834899999995252
Episode 2558, Total Reward: 0.0, Total Frames: 16512, epsilon 0.9834879999995252
Episode 2559, Total Reward: 0.0, Total Frames: 16514, epsilon 0.9834859999995251
Episode 2560, Total Reward: 0.0, Total Frames: 16516, epsilon 0.9834839999995251
Episode 2561, Total Reward: 0.0, Total Frames: 16518, epsilon 0.983481999999525
Episode 2562, Total Reward: 0.0, Total Frames: 16520, epsilon 0.983479999999525
Episode 2563, Total Reward: 0.0, Total Frames: 16522, epsilon 0.9834779999995249
Episode 2564, Total Reward: 0.0, Total Frames: 16524, epsilon 0.9834759999995248
Episode 2565, Total Reward: 0.0, Total Frames: 16526, epsilon 0.9834739999995248
Episode 2566, Total Reward: 0.0, Total Frames: 16528, epsilon 0.9834719999995247
Episode 2567, Total Reward: 0.0, Total Frames: 16530, epsilon 0.9834699999995247
Episode 2568, Total Reward: 1.0, Total Frames: 16543, epsilon 0.9834569999995243
Episode 2569, Total Reward: 0.0, Total Frames: 16545, epsilon 0.9834549999995242
Episode 2570, Total Reward: 0.0, Total Frames: 16547, epsilon 0.9834529999995242
Episode 2571, Total Reward: 0.0, Total Frames: 16549, epsilon 0.9834509999995241
Episode 2572, Total Reward: 1.0, Total Frames: 16563, epsilon 0.9834369999995237
Episode 2573, Total Reward: 1.0, Total Frames: 16576, epsilon 0.9834239999995233
Episode 2574, Total Reward: 1.0, Total Frames: 16590, epsilon 0.9834099999995229
Episode 2575, Total Reward: 0.0, Total Frames: 16592, epsilon 0.9834079999995229
Episode 2576, Total Reward: 0.0, Total Frames: 16594, epsilon 0.9834059999995228
Episode 2577, Total Reward: 0.0, Total Frames: 16596, epsilon 0.9834039999995228
Episode 2578, Total Reward: 0.0, Total Frames: 16598, epsilon 0.9834019999995227
Episode 2579, Total Reward: 2.0, Total Frames: 16616, epsilon 0.9833839999995222
Episode 2580, Total Reward: 0.0, Total Frames: 16624, epsilon 0.983375999999522
Episode 2581, Total Reward: 1.0, Total Frames: 16638, epsilon 0.9833619999995216
Episode 2582, Total Reward: 0.0, Total Frames: 16640, epsilon 0.9833599999995215
Episode 2583, Total Reward: 0.0, Total Frames: 16642, epsilon 0.9833579999995214
Episode 2584, Total Reward: 0.0, Total Frames: 16644, epsilon 0.9833559999995214
Episode 2585, Total Reward: 3.0, Total Frames: 16670, epsilon 0.9833299999995206
Episode 2586, Total Reward: 0.0, Total Frames: 16672, epsilon 0.9833279999995206
Episode 2587, Total Reward: 0.0, Total Frames: 16674, epsilon 0.9833259999995205
Episode 2588, Total Reward: 1.0, Total Frames: 16685, epsilon 0.9833149999995202
Episode 2589, Total Reward: 0.0, Total Frames: 16687, epsilon 0.9833129999995202
Episode 2590, Total Reward: 0.0, Total Frames: 16689, epsilon 0.9833109999995201
Episode 2591, Total Reward: 1.0, Total Frames: 16703, epsilon 0.9832969999995197
Episode 2592, Total Reward: 0.0, Total Frames: 16705, epsilon 0.9832949999995196
Episode 2593, Total Reward: 0.0, Total Frames: 16707, epsilon 0.9832929999995196
Episode 2594, Total Reward: 3.0, Total Frames: 16743, epsilon 0.9832569999995185
Episode 2595, Total Reward: 0.0, Total Frames: 16745, epsilon 0.9832549999995185
Episode 2596, Total Reward: 1.0, Total Frames: 16760, epsilon 0.983239999999518
Episode 2597, Total Reward: 2.0, Total Frames: 16780, epsilon 0.9832199999995175
Episode 2598, Total Reward: 0.0, Total Frames: 16782, epsilon 0.9832179999995174
Episode 2599, Total Reward: 1.0, Total Frames: 16796, epsilon 0.983203999999517
Episode 2600, Total Reward: 0.0, Total Frames: 16798, epsilon 0.983201999999517
Episode 2601, Total Reward: 0.0, Total Frames: 16800, epsilon 0.9831999999995169
Episode 2602, Total Reward: 0.0, Total Frames: 16802, epsilon 0.9831979999995168
Episode 2603, Total Reward: 0.0, Total Frames: 16804, epsilon 0.9831959999995168
Episode 2604, Total Reward: 0.0, Total Frames: 16806, epsilon 0.9831939999995167
Episode 2605, Total Reward: 1.0, Total Frames: 16819, epsilon 0.9831809999995164
Episode 2606, Total Reward: 0.0, Total Frames: 16821, epsilon 0.9831789999995163
Episode 2607, Total Reward: 0.0, Total Frames: 16823, epsilon 0.9831769999995162
Episode 2608, Total Reward: 0.0, Total Frames: 16825, epsilon 0.9831749999995162
Episode 2609, Total Reward: 2.0, Total Frames: 16843, epsilon 0.9831569999995157
Episode 2610, Total Reward: 0.0, Total Frames: 16845, epsilon 0.9831549999995156
Episode 2611, Total Reward: 0.0, Total Frames: 16847, epsilon 0.9831529999995156
Episode 2612, Total Reward: 0.0, Total Frames: 16849, epsilon 0.9831509999995155
Episode 2613, Total Reward: 0.0, Total Frames: 16851, epsilon 0.9831489999995154
Episode 2614, Total Reward: 0.0, Total Frames: 16853, epsilon 0.9831469999995154
Episode 2615, Total Reward: 1.0, Total Frames: 16866, epsilon 0.983133999999515
Episode 2616, Total Reward: 0.0, Total Frames: 16868, epsilon 0.983131999999515
Episode 2617, Total Reward: 0.0, Total Frames: 16870, epsilon 0.9831299999995149
Episode 2618, Total Reward: 0.0, Total Frames: 16872, epsilon 0.9831279999995148
Episode 2619, Total Reward: 0.0, Total Frames: 16874, epsilon 0.9831259999995148
Episode 2620, Total Reward: 0.0, Total Frames: 16876, epsilon 0.9831239999995147
Episode 2621, Total Reward: 0.0, Total Frames: 16878, epsilon 0.9831219999995147
Episode 2622, Total Reward: 1.0, Total Frames: 16891, epsilon 0.9831089999995143
Episode 2623, Total Reward: 0.0, Total Frames: 16893, epsilon 0.9831069999995142
Episode 2624, Total Reward: 1.0, Total Frames: 16907, epsilon 0.9830929999995138
Episode 2625, Total Reward: 0.0, Total Frames: 16909, epsilon 0.9830909999995138
Episode 2626, Total Reward: 0.0, Total Frames: 16911, epsilon 0.9830889999995137
Episode 2627, Total Reward: 0.0, Total Frames: 16913, epsilon 0.9830869999995137
Episode 2628, Total Reward: 0.0, Total Frames: 16915, epsilon 0.9830849999995136
Episode 2629, Total Reward: 0.0, Total Frames: 16917, epsilon 0.9830829999995135
Episode 2630, Total Reward: 1.0, Total Frames: 16928, epsilon 0.9830719999995132
Episode 2631, Total Reward: 0.0, Total Frames: 16937, epsilon 0.983062999999513
Episode 2632, Total Reward: 2.0, Total Frames: 16955, epsilon 0.9830449999995124
Episode 2633, Total Reward: 0.0, Total Frames: 16957, epsilon 0.9830429999995124
Episode 2634, Total Reward: 0.0, Total Frames: 16959, epsilon 0.9830409999995123
Episode 2635, Total Reward: 1.0, Total Frames: 16971, epsilon 0.983028999999512
Episode 2636, Total Reward: 2.0, Total Frames: 16991, epsilon 0.9830089999995114
Episode 2637, Total Reward: 0.0, Total Frames: 16993, epsilon 0.9830069999995114
Episode 2638, Total Reward: 0.0, Total Frames: 16995, epsilon 0.9830049999995113
Episode 2639, Total Reward: 0.0, Total Frames: 16997, epsilon 0.9830029999995112
Episode 2640, Total Reward: 1.0, Total Frames: 17017, epsilon 0.9829829999995107
Episode 2641, Total Reward: 1.0, Total Frames: 17030, epsilon 0.9829699999995103
Episode 2642, Total Reward: 0.0, Total Frames: 17032, epsilon 0.9829679999995102
Episode 2643, Total Reward: 1.0, Total Frames: 17046, epsilon 0.9829539999995098
Episode 2644, Total Reward: 0.0, Total Frames: 17048, epsilon 0.9829519999995098
Episode 2645, Total Reward: 1.0, Total Frames: 17061, epsilon 0.9829389999995094
Episode 2646, Total Reward: 1.0, Total Frames: 17076, epsilon 0.982923999999509
Episode 2647, Total Reward: 0.0, Total Frames: 17098, epsilon 0.9829019999995083
Episode 2648, Total Reward: 0.0, Total Frames: 17100, epsilon 0.9828999999995083
Episode 2649, Total Reward: 0.0, Total Frames: 17102, epsilon 0.9828979999995082
Episode 2650, Total Reward: 2.0, Total Frames: 17120, epsilon 0.9828799999995077
Episode 2651, Total Reward: 0.0, Total Frames: 17122, epsilon 0.9828779999995076
Episode 2652, Total Reward: 0.0, Total Frames: 17124, epsilon 0.9828759999995076
Episode 2653, Total Reward: 1.0, Total Frames: 17138, epsilon 0.9828619999995072
Episode 2654, Total Reward: 3.0, Total Frames: 17171, epsilon 0.9828289999995062
Episode 2655, Total Reward: 1.0, Total Frames: 17185, epsilon 0.9828149999995058
Episode 2656, Total Reward: 0.0, Total Frames: 17187, epsilon 0.9828129999995058
Episode 2657, Total Reward: 1.0, Total Frames: 17199, epsilon 0.9828009999995054
Episode 2658, Total Reward: 1.0, Total Frames: 17213, epsilon 0.982786999999505
Episode 2659, Total Reward: 0.0, Total Frames: 17215, epsilon 0.982784999999505
Episode 2660, Total Reward: 0.0, Total Frames: 17217, epsilon 0.9827829999995049
Episode 2661, Total Reward: 1.0, Total Frames: 17228, epsilon 0.9827719999995046
Episode 2662, Total Reward: 1.0, Total Frames: 17242, epsilon 0.9827579999995042
Episode 2663, Total Reward: 0.0, Total Frames: 17251, epsilon 0.9827489999995039
Episode 2664, Total Reward: 0.0, Total Frames: 17253, epsilon 0.9827469999995039
Episode 2665, Total Reward: 0.0, Total Frames: 17255, epsilon 0.9827449999995038
Episode 2666, Total Reward: 0.0, Total Frames: 17257, epsilon 0.9827429999995038
Episode 2667, Total Reward: 0.0, Total Frames: 17259, epsilon 0.9827409999995037
Episode 2668, Total Reward: 0.0, Total Frames: 17261, epsilon 0.9827389999995036
Episode 2669, Total Reward: 0.0, Total Frames: 17263, epsilon 0.9827369999995036
Episode 2670, Total Reward: 0.0, Total Frames: 17265, epsilon 0.9827349999995035
Episode 2671, Total Reward: 1.0, Total Frames: 17276, epsilon 0.9827239999995032
